帧号,车辆ID,速度(m/s),距离(m),角度(deg)
143,271,14.037122882016993,94.18058788363338,-4.785787132125435
143,272,12.125945586503885,81.81040572394255,-0.6553205954979259
143,273,13.46361726778882,57.6699652420415,2.1404646028771834
143,274,6.917811067396509,27.795358419308407,25.990521609055357
143,275,-11.957655234346172,165.5047149555395,-5.609086468453914
143,276,-14.030252939652005,160.07114616345746,-4.010790993211303
143,277,-11.113500920516799,169.07174895499617,-3.39911949151175
144,270,13.075521182981438,88.95463320470041,0.46938904202533793
144,271,14.027579251298134,95.58262950769442,-4.941222578437133
144,272,12.139963444822856,83.0233601947065,-0.8747916099895243
